index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
3844,,Centrum-West,52.37782,4.88163,Private room,120,2,21,0.77,1,152,7,holland,"The area features a variety of dining options including Italian restaurants Donna Sofia and La Maschera, French restaurant Café Parlotte, Chinese restaurant Kam Wah, Mexican restaurant MADRE, and burger restaurant Glitch, alongside casual spots like Café De Blauwe Pan, Comestibles Kinders, Green Farmer's, and Monte Pelmo Cons. IJS fabriek. Retail and services include clothing stores Do-Re-Mi Kinderboetiek and kleine kanjer, interior decoration shop Polspotten, Benelux Wine Co, GSM Zone, J Well, and Topkappers."
4226,,Centrum-West,52.37392,4.89635,Shared room,27,1,1,0.05,9,0,0,holland,"The area features dining and nightlife spots like De Bakkerswinkel, Metropolitan, Belushi's Amsterdam, Durty Nelly's, Durty Nellys Inn, St. Christopher's at The Winston, Winston, Anna, La Vie, Port of Call, and Warmoesstraat, alongside retail and specialized shops including Greendayz Coffee, Smart-Zone Smartshop, Condomerie, and a tattoo studio. Local culture is highlighted by W139, a contemporary art gallery, and the Amsterdam Exchange Experience, while de Wallen serves as a well-known landmark and historic district central to the city's character."
4252,,Centrum-West,52.37392,4.89635,Private room,90,1,1,0.05,9,0,0,holland,"The area features dining and cafe options like De Bakkerswinkel, Metropolitan, and Greendayz Coffee, alongside nightlife spots such as Belushi's Amsterdam, Durty Nelly's, Anna, Winston, and Port of Call. Local culture and attractions include the Amsterdam Exchange Experience, the art space W139, the historic Warmoesstraat, the Condomerie, and the de Wallen district, which is a well-known landmark significant for its historic character and central role in the city's tourism."
4555,,Centrum-West,52.37733,4.89477,Private room,122,3,17,1.11,1,349,11,holland,"The area features a variety of dining options ranging from Asian restaurants like SUMO and Takumi Ramen to Italian spots such as Sapore Italiano and Savini, alongside others including Ashoka, Day's Foodbar, Gauchos, Joya, Toro Dorado, and Van Speyk. You will also find nightlife at Bitterzoet and Koepelcafé, retail at Souvenier Supermarket, bicycle rentals at King Bikes, and accommodations at Renaissance Amsterdam Hotel and Sint Nicolaas."
1148,,De Baarsjes - Oud-West,52.36528,4.86357,Entire home/apt,110,5,36,0.52,1,135,2,holland,"The area features a variety of retail shops including Gekaapt, Project 86 Men, Nicole, Ab-art, De Meesterslijpers, and Nusselein, alongside convenience stores like De Indian Mart and Hong Kong Superstore. Daily services and dining options are provided by Dönerland Eethuis, Cycle, Hans Anders, The Spa, Mydollishhair, Hazel Notenen & zuidvruchten, Vodafone Ziggo, U Break I Fix Amsterdam, and Moneytrans."
657,,Centrum-West,52.3773,4.89475,Private room,65,2,494,5.62,2,185,24,holland,"The area features a variety of dining options ranging from Asian restaurants like Ashoka, SUMO, and Takumi Ramen to Italian spots such as Sapore Italiano and Savini, alongside burger and regional restaurants like Day's Foodbar, Gauchos, Toro Dorado, and Van Speyk. You will also find nightlife at Bitterzoet and Koepelcafé, retail at Souvenier Supermarket, and services including King Bikes, Joya, and CIMA, with accommodation provided by Renaissance Amsterdam Hotel and Sint Nicolaas."
4677,,Centrum-West,52.37134,4.89603,Private room,155,2,17,3.59,1,99,17,holland,"The area features dining and nightlife options such as Siga La Vaca, Wok To Go, Yucca, and Proeflokaal 't Kelkje, alongside retail shops including Amsterdam Duck Store, Christine le Duc, SH Suprmarkt, Ter, Vape4life, Sharp Gear, and a hotel at The Grand. Local attractions include de Wallen, known for its historic district, and The City Hall, while cannabis-related establishments include Grasshopper, Green House, and Sensi Seeds Cornershop."
1744,,Oostelijk Havengebied - Indische Buurt,52.3639,4.93747,Entire home/apt,85,28,6,0.28,1,132,0,holland,"The area features a variety of retail and services including De Balkonie, Licht en Meubels, Java Bookshop, Little Coconuts, Haarstudio Royal, Fly2Travel, Vrije Kids, Hodo Mobile, Casa Repair, and Het Lange Mes. Dining and nightlife options consist of Divan Patisserie, Bubble Trouble Tea, IJscuypje, and Rum Barrel, while the Elthetokerk serves as a local place of worship and the public bookcase provides community reading access."
4715,,De Baarsjes - Oud-West,52.36045,4.86537,Entire home/apt,160,2,2,0.18,1,0,2,holland,"The area features diverse dining options including Abyssinia, Rangla Punjab, and Mima Fresh Mediterranean, alongside retail shops such as CriCri, De Stelling, Fabricati, John Kappetijn, Vief, pipoos, and Abyssinia African grocery. Essential services and amenities include Asahi sports, De Amsterdamse Plusklas, Hairsalon Abyssinia, Otto-bikes, Staring apotheek, Sunny days Chineese massage, and the cultural venue OT301, which serves as a notable community hub for arts and events."
5052,,De Baarsjes - Oud-West,52.36124,4.86457,Entire home/apt,350,2,1,0.25,1,0,1,holland,"The area features a variety of dining and retail options, including restaurants like Fenan Klein Afrika, Night Kitchen, and Paloma Blanca, alongside cafes and bakeries such as Café New Olympia, Coffee Roastery, STACH, and Levain et le vin. Local services and shops include Macey's, Electro-Walst, Drogisterij Body & Beauty, Juni nails, Cut throat, Juice Brothers, Speijers Platen, Wiel tot wiel tweewielers, and Annette's Bed & Breakfast."
1860,,De Pijp - Rivierenbuurt,52.35198,4.89488,Entire home/apt,250,2,32,0.57,1,341,4,holland,"The area features a variety of dining and retail options including Badeta Koffiebranders, Iambe, Kitchen Impossible, Miri Mary, Peppi, Sjiek, Super Fresh, and The String, alongside nightlife spots such as Café Bührs, Café Ruis, Coffeeshop Papillon, Drankerij, and Strips. New Pijp serves as a notable local landmark, acting as a central hub that defines the character of this vibrant neighborhood. Grice Circular Fashion rounds out the selection with its focus on sustainable retail."
346,,Centrum-West,52.37633,4.89259,Entire home/apt,153,2,66,0.91,1,0,0,holland,"The area features a variety of dining options including Ashoka, Curry Express, La Bettola, and Made in Sud, alongside local pubs like De Denneboom and De Buurman. You will also find retail and service establishments such as Gays & Gadgets, Hairtrends & Beauty, Boudewijn Veltman, and Hotelbikes, as well as accommodations like Budget Hotel Tourist Inn, Hotel Tourist INN, and The Palace."
1269,,Centrum-West,52.37583,4.89387,Private room,150,2,179,2.58,2,0,0,holland,"The area features dining and cafe options such as Bagels Sandwich Village, Humphrey's, La Zoccola del Pacioccone, Mortimer, OMG! Burger, Partout, and The King, alongside retail and services including All You Need, Barbershop Stardam, Souvenir Supermarket, Tattoo & Gallery, and Wash Care. Akhnaton serves as an events venue, while Yellow Bike provides bicycle rental services."
5309,,Centrum-West,52.37871,4.88544,Entire home/apt,188,4,4,2.4,1,25,4,holland,"The area features a variety of dining options including Omelegg, Raïnaraï, Hinata, Terre Lente, De Anjelier, Delicious Food, and SLA, alongside retail shops such as Island Bookstore, Mechanisch Speelgoed, Anno Design, Lavendula, Ralph Optiek, and World of Nix. Essential services and cultural spots include De Gouden Schaar, The Clean Brothers Wasserette, and the gallery Marion Bloem."
5304,,Centrum-West,52.366005,4.893741,Entire home/apt,225,2,2,1.18,1,5,2,holland,"The area features a variety of dining options including Bella Regina, Castillo, La Casa Di Angelo, Maya, Senses by Lard Bertelsen, Restaurant Shiva, Memories of India, and Regular & Jack, alongside nightlife spots like Bar Bacán, Café Bar De Duivel, Door 74, and Feijoa. You will also find The Albus hotel, Aurora Kontakt B.V. electronics, and Free I Coffeeshop nearby."
2452,,De Baarsjes - Oud-West,52.36174,4.86483,Entire home/apt,250,4,15,0.34,1,0,0,holland,"The area features a variety of dining options including STACH, Café Quelle, Warung Celebes, Betsu Bara, Gitane, Spaghetteria Caffè Jan Pieter Heijestraat, and Da Damiano, alongside J&B craft drinks. Daily needs are met by Albert Heijn, Drogisterij Body & Beauty, Electro-Walst, Loenatix, Tony Hairstyling, and Wiel tot wiel tweewielers."
2345,,Centrum-West,52.37194,4.88668,Private room,107,2,180,3.49,1,218,32,holland,"The area features a variety of retail shops including Fabienne Chapot, Fashian, LFDY, Levi's, Lululemon, Nudie Jeans, M-E-K, The Collective Studio, and Tikal, alongside dining options like Lotti's Dinner, Parwan, and Quattro Gatti. Cultural highlights include the art galleries The Merchant House and Haru Haru Beauty, while the local amenities are supported by a Kindergarden and the cosmetics shop The Hoxton."
513,,Centrum-Oost,52.363968,4.885711,Private room,101,2,66,0.72,1,11,42,holland,"The area features a variety of dining options including Japan Inn, Moshi Moshi, Poké Perfect, Karma Kebab, Los Argentinos, Granada, and Zorba de Griek, alongside social spots like De Biertuin Prinsengracht and Bourbon Street Music Club. Cultural interest is provided by the Pijpenkabinet and Amsterdam Pipe Shop, which are notable for their unique collection of historical smoking pipes, while daily needs are served by NICOLE, Luk's schoenmakerij, and a tobacco shop, with accommodation available at Hostel Centre and Orfeo Hostel."
351,,Zuid,52.36079,4.88298,Entire home/apt,475,4,65,0.87,1,18,2,holland,"The area features a variety of retail options including clothing stores like Ba&sh, Canada Goose, Cavallaro Napoli, Elisabetta Franchi, G-Star Raw, Profuomo, Stone Island, and Woolrich, alongside jewelry and gift shops such as Schaap en Citroen and The A'dam Giftshop. Dining and nightlife are represented by the Indonesian restaurant Sama Sebo and the pub De Posthoorn, with accommodations provided by Hotel Cornelisz and Hotel Museumzicht."
5551,,De Pijp - Rivierenbuurt,52.34219116611997,4.906892339804989,Entire home/apt,120,20,0,,1,365,0,holland,"The area features a variety of retail shops including Carl Denig Pre-Owned, Klein & Co, and Yvon, alongside design and beauty services like Design Gietvloer and T. Broekman-Teggelaar. Dining options range from Remko's brood & taartjes, IJspret, and Waroeng Bamboe to cafe and restaurant spots like Quinnie's, Guru, and Time Out, complemented by the greengrocer Van Stolked & Co."
4406,,Centrum-West,52.3747,4.88926,Private room,162,2,4,1.18,2,42,4,holland,"The area features diverse dining and retail options including Cafe Van Zuylen, Caffe Il Momento, Pho Le, Pane e Olio, Petit Heemelrijck, Pat's Poffertjes, Puccini Bomboni, Sari-sari store, De Afstap, Forever young, Madam, Oode, and Hier en haar. It is also home to the UvA PC Hoofthuis, a university building that serves as an academic hub, alongside the Grey Area Coffeeshop."
1756,,Centrum-West,52.37028,4.89022,Private room,118,2,108,1.75,1,73,29,holland,"The area features cultural landmarks such as the Amsterdam Museum, which chronicles the city's history, the Begijnhof, a historic courtyard, and The Amsterdam Toy Museum, known for its extensive collection of vintage playthings. You will also find a variety of local amenities including Postzegelmarkt, Postzegelpark, Hanoi Old Quarter Restaurant, Espresso Corner, Haarbarbaar, Ariadne, Lucies Amsterdam, NUNC, and Palbü."
4742,,Centrum-West,52.37567,4.89436,Entire home/apt,46,1,1,0.09,3,0,1,holland,"The area features a variety of retail shops including Bershka, New Yorker, Solo, and Bag, alongside services like Kruidvat, Tibet Massage, Cuddle Pub, Tattoo & Gallery, and Vaping & More. Dining options include La Zoccola del Pacioccone, Zumo, and Buy 'N Fly, while Nieuwendijk serves as a notable shopping street that defines the local commercial character."
1792,,Centrum-West,52.37958,4.89447,Entire home/apt,349,7,36,0.58,6,63,6,holland,"The area features retail shops including Zilch, Zipper, Luba, and Schumich, alongside specialty food and drink spots like 't Kaaspunt, Jay's Juices, Jongejans, and Kobalt. You will also find Coffeeshop Green Place and the Amsterdamse Scheepvaartbuurt, a historic maritime district significant for its rich nautical heritage and traditional architecture."
2027,,De Baarsjes - Oud-West,52.36258,4.87522,Entire home/apt,150,3,52,0.99,1,2,7,holland,"The area features dining and retail options including Albert Heijn, STACH, Koffie Academie, Trattoria Totò, Effendy, Janus, and Wittop Koning, alongside services like Black Bikes, Coco-mat, and a pharmacy. Accommodations in the neighborhood consist of Hotel ABBA, Huygens Place, Princess Hostel, and Schooltje.nl."
2636,,Oostelijk Havengebied - Indische Buurt,52.36441,4.93942,Entire home/apt,140,2,26,0.73,1,9,5,holland,"The area features local dining and cafes like Chantilly, Coffee Company, and Ramazan, alongside essential services including Kleine Wasjes Grote Wasjes, Stomerij SuperNette, Super Toko Nawied, Linux Repair Café, Pampering Myself, Sala Thai Wellness, Urban Bloom, Kapsalon The Friends, and a second Kapsalon The Friends. Residents have access to the OBA Javaplein, a public library that serves as a key community hub, and the TrainMore sports centre."
2447,,Centrum-West,52.37601,4.89144,Entire home/apt,587,3,54,1.85,3,334,12,holland,"The area features a variety of dining and retail options including Greenwoods, Tales & Spirits, Freddy Fryday, De Buurman, t Kroontje, Mediterrané coffeeshop, Vleeshouwerij D. Reinhart, Wild Romance, L'Atelier, and L'Amour. The neighborhood is also home to the landmark Singel, a historic canal that defines the city's iconic layout, as well as Hotel The Craftsmen and The Totalitarian Art Gallery."
3488,,De Pijp - Rivierenbuurt,52.35383,4.90189,Entire home/apt,157,7,5,0.17,1,66,2,holland,"The area features a variety of dining options including Annavilaas, Nazka, Rayleigh & Ramsay, and Bakery Van Wou, alongside daily conveniences like Stadsmarkt De Pijp, wasserette van wou, and Healthy massage Fang. Local retail and services are represented by Coffee Bru, Glazemade, Mokum Motors, The Color, and dotshop."
3342,,De Pijp - Rivierenbuurt,52.35361,4.90185,Entire home/apt,158,3,6,0.23,4,16,1,holland,"The area features diverse dining and cafes including Annavilaas, Bakery Van Wou, Coffee Bru, Nazka, and Tapmarin, alongside retail and services like Mokum Motors, The Color, WOW, dotshop, and wasserette van wou. The neighborhood also includes Glazemade for pottery and Healthy massage Fang."
4091,,Centrum-West,52.3762,4.88435,Private room,264,2,1,0.14,1,45,1,holland,"The area features dining and cafe options like Cafe de Prins, Café Wester, Eetcafé ROEM, Spanjer en van Twist, and bakery L'Artisan d'Amsterdam, alongside retail and nightlife spots including Almost Summer store, MenM, Quinta Absinthe, and the pub Twee Zwaantjes. Local culture is highlighted by the Amsterdam Cheese Museum and Amsterdam Tulip Museum, which showcase regional heritage, as well as the scenic Egelantiersgracht canal."
