index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
5497,,Centrum-Oost,52.36378,4.88348,Entire home/apt,304,30,0,,1,365,0,holland,"Attraction: Leidseplein, The Bulldog Ex-Police Station
Garden: Kleine-Gartmanplantsoen
Cafe: Cafe in the City, Easy Internet Cafe, Grand Café, Satellite Sportscafe
Guest house: Amsterdam Hostel Leidseplein
Restaurant: Piazzeta Romana, Ron Gastrobar Paris
Bar: NJOY Cocktailbar, Palladium
Curry restaurant: Get Down
Nightclub: Club Candela, Club Up
Chinese restaurant: Yellow River
Artwork: Tegen alle stromen in
Hostel: Amsterdam Hostel Leidseplein
Cannabis: The Bulldog Ex-Police Station
Pancake restaurant: Pancake Corner Restaurant
International cafe: Satellite Sportscafe
Burger fast_food: Burger King

The area reads as tourist-prominent. The specific draws that make it so are Leidseplein, which serves as a major hub for nightlife and entertainment, and The Bulldog Ex-Police Station, a famous landmark that attracts significant visitor traffic."
5184,,Centrum-West,52.37552,4.89272,Private room,99,2,0,,4,0,0,holland,"Restaurant: Angus Steak House, Bagels Sandwich Village, Made in Sud
Convenience: De Denneboom
Growshop: Cannabis Seed Bank
Nutrition_supplements: Vitamin Advice Shop
Music: KILLACUTZ Records
Locker: Luggage Depot
Watches: Watchme Amsterdam
Hotel: INK Hotel Amsterdam, The Highlander
Italian restaurant: Verona
Cafe: Moussaïque
Hostel: Xplore Hostel Amsterdam
Spanish cafe: De Spaanse Ruiter
Hairdresser: Boudewijn Veltman, Oh You Pretty Things
Art: Casa del Toro
Bakery: (None from list)
General: (None from list)

The area reads as tourist-prominent. The presence of INK Hotel Amsterdam, The Highlander, Xplore Hostel Amsterdam, and Luggage Depot indicates a high volume of visitors, while Angus Steak House and the central location suggest a focus on serving travelers rather than local residents."
3702,,De Baarsjes - Oud-West,52.3666,4.87301,Entire home/apt,100,2,6,0.21,1,15,1,holland,"asian restaurant: De Oost
japanese restaurant: De Japanner
beauty: Laset Beauty Lab, Mooi Anders, Salon Bella Brasil
hairdresser: Menspire, Zest
florist: Aquacosta
clothes: Jutka & Riska, Reshare Store
travel_agency: RA travel
italian restaurant: Vicio
bicycle: Alex Bikes
dry_cleaning: Quality Cleaners
balkan restaurant: Riaz
bar: BAR BARIO
restaurant: Soytasty
laundry: Homeless Laundry Colors Wasserette
houseware: Dille & Kamille
artwork: WoodHouse
tailor: (No place provided for this type)

The area reads as everyday-residential. The presence of essential service-oriented businesses such as Quality Cleaners, Homeless Laundry Colors Wasserette, and Alex Bikes, combined with local lifestyle shops like Dille & Kamille and various neighborhood-focused salons and restaurants, indicates a community designed for daily living rather than a destination for major tourist landmarks."
3347,,De Pijp - Rivierenbuurt,52.35666,4.89785,Entire home/apt,200,3,14,0.48,1,21,3,holland,"Marketplace: Albert Cuyp-markt
Chicken restaurant: Franggo
French restaurant: Arles
Shoes: Birkenstock, Shoelala Shoes & More
Cafe: Café Dakduif, Lunchcafé Bozz
Esoteric: Folkvang
Artwork: Khadija Caftan Biladi
Boxing fitness_centre: Boksschool VBSK Albert Cuyp
Toys: Mikado Speelgoed
Curtain: Ideaal Gordijnen Specialisten
Sandwich fast_food: Warung Swietie Lelydorp
Peruvian fast_food: Mari Peruvian Delights & More
Dancing_school: Pole Practice
Tailor: André Hazes
Tobacco: Vivánt Nancy
Asian fast_food: Ranchi Amsterdam
Thai restaurant: Thai Roof
Vacant: None
Place_of_worship: Gerard Dou Synagogue

The area reads as tourist-prominent. The specific draw is the Albert Cuyp-markt, which is a famous landmark and major attraction that brings significant foot traffic to the neighborhood."
126,,Centrum-West,52.374,4.89902,Private room,125,2,445,4.02,2,349,24,holland,"Place types:
Attraction: de Wallen
Confectionery: Life is So Sweet
Cafe: Cafe Pleinzicht, Koffieschenkerij
Brothel: Bananenbar
Museum: Erotisch Museum, Red Light Secrets, Oude Kerk
Bar: Anco, Les Deux Frêres, New Castle Bar, Old Sailor
Erotic: Casa Rosso, Erotic Shop
Pub: American Bar-bq
Stripclub: Excalibur
Adult gaming centre: Casino City
Restaurant: Brutus Bros
Place of worship: The Tabernacle
Tattoo: Star Shop
Clothes: (None listed)

The area reads as tourist-prominent. The specific draws that make it so are de Wallen, Erotisch Museum, Red Light Secrets, and Casa Rosso."
2675,,Centrum-West,52.37114,4.89261,Private room,100,1,65,1.44,1,5,0,holland,"alcohol: Cave Rokin
beauty: Sunday's
cafe: Het Groene Paleis - Coffee and Bakery
telecommunication: KPN, Vodafone
restaurant: Het Groene Paleis
optician: Eye Wish
gift: Kingdom of Sweets
jewelry: City Diamonds, Harry Tromp, Kunsthandel Frans Jacobs
ticket: Tours & Tickets, Tours & Tickets
bakery: Bakery Cafe
convenience: Mini Supermarkt
confectionery: Jamin, Kingdom of Sweets
shoes: Sidestep
burger fast_food: McDonald's
clothes: Guess, Triumph

The area reads as tourist-prominent. The specific draws that make it so are Tours & Tickets, Kingdom of Sweets, and the presence of international brands like McDonald's, which cater to high-traffic visitor areas."
2593,,Centrum-West,52.36926,4.87991,Private room,113,2,182,3.84,3,60,30,holland,"Place types:
baby_goods: Repose AMS
beauty: Jacob Frederik Muller
bicycle: Rijwielhandel Comman
butcher: Siem van der Gragt
cafe: Koffiespot
carpet: Koopman
clothes: A.P.C., Baskèts
common: Looiersplantsoen
deli: Balthazar's Keuken
fast_food: Snackbar Stoot je hoofd niet
hotel: Melrose
paint: Studio Stroop
pastry: Waldo
restaurant: Edison
soccer sports: Smit Cruyff
stationery: Misc
supermarket: Ekoplaza
tattoo: Hollywood Mark

The area reads as everyday-residential. The specific draws that make it so are the presence of a local supermarket (Ekoplaza), a butcher (Siem van der Gragt), a bicycle shop (Rijwielhandel Comman), and a local park (Looiersplantsoen), which cater to the daily needs of residents rather than serving as major tourist landmarks."
2392,,Centrum-West,52.37204,4.89629,Private room,74,2,142,3.05,2,248,14,holland,"e-cigarette: Vape4life
asian fast_food: Wok To Go
cafe: Bakery Cafe
erotic: Love Experience, Pure Lust, Sexy Amsterdam
gift: Amsterdam Duck Store
clothes: Saint Morris
ice_cream: Ice Bakery
restaurant: Burgerzaken, Princehof
fish fast_food: Henk's Herring
asian restaurant: Oriental City
travel_agency: Friendship Cruises
ticket: Tours & Tickets
cosmetics: Parfumerie Marjo
social_facility: Yucca
ramen restaurant: Ramen-Ya
tobacco: Sigarenmagazijn Bom 9
fast_food: Burgerzaken
attraction: de Wallen

The area reads as tourist-prominent. The specific draws that make it so are the presence of de Wallen, Friendship Cruises, Tours & Tickets, and the Amsterdam Duck Store, which cater specifically to visitors and sightseers."
757,,De Baarsjes - Oud-West,52.36724,4.87198,Entire home/apt,361,3,9,0.11,1,7,5,holland,"Massage: Massage Salon Oranje
Post_office: Postkantoor West
Convenience: Avondwinkel Hapje
Electronics: Discovery
Newsagent: Larry's
Restaurant: Corner Inn
Hairdresser: Dany
Fast_food: Mount Everest, Ja &Ro
Korean restaurant: Seoul Food
Nutrition_supplements: Vitaminstore
Lighting: Mensink
Bakery: Brioche, Musscher
Houseware: Xenos
Garden_centre: Wildernis
Clothes: Gallery 3, SuperBra
Italian restaurant: Vegitalian
Beauty: Indianaweg

The area reads as everyday-residential. The specific draws that make it so are the presence of a post office, a convenience store, a newsagent, a garden centre, and multiple bakeries, which serve the daily needs of local residents rather than catering to tourists."
3589,,De Pijp - Rivierenbuurt,52.35266,4.89427,Entire home/apt,175,2,4,0.38,1,146,3,holland,"Garden: Sinne
Apartment: De Stijlkamer
Car_repair: BACK
Hotel: Bicycle Hotel
Second_hand: Grice Circular Fashion
Coffee_shop cafe: Badeta Koffiebranders
Pizza restaurant: De Pizzakamer
Ice_cream: Massimo Gelato
Turkish restaurant: Hayran
Hairdresser: New Look
Place_of_worship: Oranjekerk
Fitness_centre: TrainMore
Massage: Discover Shiatsu
Cinema: Rialto
Restaurant: CousCous Club, Restaurant
Arab restaurant: CousCous Club
Greek restaurant: Romio's Taverna
Wine: Wijnbar Paulus
Bicycle: De Stadsfiets

The area reads as everyday-residential. While the presence of the Bicycle Hotel and Rialto cinema adds some visitor interest, the specific draws such as the local fitness centre (TrainMore), neighborhood coffee roaster (Badeta Koffiebranders), local place of worship (Oranjekerk), and various specialized dining spots (De Pizzakamer, Romio's Taverna, Hayran) cater primarily to the daily needs and leisure activities of local residents rather than large-scale tourist attractions."
4381,,Centrum-West,52.37111,4.89134,Private room,511,3,0,,1,365,0,holland,"clothes: Intimissimi, King Store, Topshop / Topman, Triumph, Zara
confectionery: Captain Candy, Kingdom of Sweets
fast_food: Luciën's Frietes
gift: Postzegelmarkt
toys: Lego
jewelry: City Diamonds
shoes: Sidestep
place_of_worship: De Papegaai
burger fast_food: McDonald's
park: Postzegelpark
cafe: Kabouter
attraction: Stadspaleis
italian restaurant: Da Filippo
outdoor_seating: Da Filippo
artwork: Postzegelmarkt
playground: Postzegelpark

The area reads as tourist-prominent. The presence of specific draws such as the Stadspaleis, the international confectionery chains like Kingdom of Sweets and Captain Candy, and the central shopping brands indicate a high-traffic destination designed for visitors rather than an everyday-residential neighborhood."
1590,,Centrum-Oost,52.36384,4.88328,Private room,89,2,90,1.36,1,0,0,holland,"Attraction: Leidseplein, Tegen alle stromen in
Garden: Kleine-Gartmanplantsoen
Cafe: Cafe in the City, Easy Internet Cafe, Grand Café, Satellite Sportscafe
Guest_house: Amsterdam Hostel Leidseplein
Restaurant: Piazzeta Romana, Ron Gastrobar Paris
Bar: Palladium
Nightclub: Club Candela, Club Up
Chinese restaurant: Yellow River
Artwork: Get Down
Hostel: Amsterdam Hostel Leidseplein
Cannabis: The Bulldog Ex-Police Station
Pancake restaurant: Pancake Corner Restaurant
International cafe: Easy Internet Cafe
Burger fast_food: Burger King

The area reads as tourist-prominent. The specific draws that make it so are Leidseplein, which is a major entertainment square, and The Bulldog Ex-Police Station, a well-known landmark for visitors."
1009,,De Pijp - Rivierenbuurt,52.35587,4.89541,Entire home/apt,99,2,55,0.91,1,0,3,holland,"mexican restaurant: Cabrón
clothes: Hollywood Mode
vacant: Zyclone
fast_food: BagelBoy
fitness fitness_centre: HIIT FIT
pilates fitness_centre: Pilates For Her
hairdresser: Freshcut Zuid
florist: De Plantenmarkt
tailor: Saskia's Huiskamer
restaurant: Toko Hola
chemist: Drogisterij Yousef
coffee_shop cafe: Amsterdam Dreamz
smartshop: Rudi's Original Stroopwafels
pizza restaurant: Pizzeria da Michele
fitness_centre: Personal Gym Albert Cuyp
tattoo: Hachi.ink
supermarket: ReLove Outlet
second_hand: ReLove Outlet
marketplace: Albert Cuyp-markt
kickboxing sports: Sportshop Peter Jan

The area reads as tourist-prominent. The presence of the Albert Cuyp-markt and Rudi's Original Stroopwafels makes it a significant draw for visitors seeking famous local landmarks and traditional experiences."
1507,,Centrum-West,52.37426,4.89926,Private room,117,1,170,2.92,16,359,14,holland,"attraction: de Wallen
museum: Erotisch Museum, Oude Kerk
fast_food: FEBO
brothel: Casa Rosso, Rooms belonging to My Red Light Foundation
bar: American Bar-bq, Black Tiger Bar, New Castle Bar, Old Bridge
restaurant: Anco
place_of_worship: The Tabernacle
tattoo: Excalibur
clothes: Les Deux Frêres
kebab fast_food: Baba Kebab
gift: Favorite Chicken, Grill-Bar Baby
friture fast_food: FEBO
burger fast_food: FEBO

The area reads as tourist-prominent. The specific draws that make it so are de Wallen, the Erotisch Museum, and the Oude Kerk, which are well-known landmarks that attract significant visitor traffic."
3049,,Centrum-West,52.37556,4.89739,Private room,89,3,97,2.47,2,0,0,holland,"Attraction: Beurs van Berlage, Rederij Plas, The Grasshopper
Cafe: Cafe Keffer, café40
Kebab fast_food: Donnerkebab, Kebab Corner
Erotic: Hot Or Not, The Happy Shop
Friture fast_food: Vlaamse Friet
Pub: De Deugniet, The Brokers Bar
Chinese restaurant: Wok Inn
Restaurant: Dal Pagliaccio, Smart
Coworking_space: Meet Berlage
Bar: Croissanterie
Bakery: Croissanterie
Chocolate: Tony's Chocolonely

The area reads as tourist-prominent. The specific draws that make it so are Beurs van Berlage, Rederij Plas, and The Grasshopper, which are well-known landmarks and attractions that draw significant visitor traffic."
1535,,Centrum-West,52.37426,4.89926,Private room,114,1,128,1.92,16,358,1,holland,"attraction: de Wallen
museum: Erotisch Museum, Oude Kerk
fast_food: FEBO
brothel: Casa Rosso, Rooms belonging to My Red Light Foundation
bar: American Bar-bq, Black Tiger Bar, New Castle Bar, Old Bridge
restaurant: Anco
place_of_worship: The Tabernacle
tattoo: Excalibur
clothes: Les Deux Frêres
kebab fast_food: Baba Kebab
gift: Favorite Chicken, Grill-Bar Baby
friture fast_food: FEBO
burger fast_food: FEBO

The area reads as tourist-prominent. The specific draws that make it so are de Wallen, Erotisch Museum, Oude Kerk, Casa Rosso, and Rooms belonging to My Red Light Foundation."
4225,,Centrum-West,52.37392,4.89635,Private room,132,1,0,,9,0,0,holland,"Attraction: Amsterdam Exchange Experience, de Wallen
Clothes: Warmoesstraat
Smartshop: Smart-Zone Smartshop
American bar: Belushi's Amsterdam
Museum: Condomerie
Nightclub: Anna
Hostel: Durty Nellys Inn, St. Christopher's at The Winston
Pub: Durty Nelly's
Stripclub: La Vie
Restaurant: Port of Call
Headshop: Winston
Erotic: Erotic (Note: None of the provided names fit this category)
Gallery: W139
Tattoo: Tattoo (Note: None of the provided names fit this category)
Waffle cafe: Metropolitan
Cafe: De Bakkerswinkel, Greendayz Coffee

The area reads as tourist-prominent. The specific draws that make it so are the presence of major attractions like the Amsterdam Exchange Experience and de Wallen, as well as high-density tourist accommodation and nightlife venues such as St. Christopher's at The Winston, Durty Nelly's, and Belushi's Amsterdam."
2308,,Centrum-West,52.37874,4.88263,Entire home/apt,175,2,21,0.41,1,0,0,holland,"Pharmacy: Medicijnman Apotheek Jordaan
Italian restaurant: Ristorante Pepe
Chemist: Medicijnman Apotheek Jordaan
Restaurant: Hummus Bistro D&A, Roux
Wine: Cru
Cafe: De Blaffende Vis, Hermanusje van Alles, Mooi Mate
Massage: Westerstraat massage
Hairdresser: Westerstraat kapsalon
Gallery: Arttra, Kleine Atelier
Garden: Het Monumentje
Dentist: The Dental House
Soccer pitch: Noorderspeeltuin
Playground: Noorderspeeltuin

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services including Medicijnman Apotheek Jordaan, The Dental House, Westerstraat kapsalon, and Westerstraat massage, combined with community-focused spaces like Noorderspeeltuin and Het Monumentje."
1054,,Oostelijk Havengebied - Indische Buurt,52.36398,4.93364,Entire home/apt,125,2,27,0.35,1,323,0,holland,"butcher: Basirco Vlees
travel_agency: Hilal Reizen
mobile_phone: Durmaz Telecom, Phone Home
supermarket: M. Merkato
restaurant: Ricardo's, Zondag
vacant: Saïdi
fast_food: Topkapi
clothes: Mitts
surinamese restaurant: Asiya
beauty: &Brows
bakery: Lechería
chemist: Afaker
jewelry: Lara Hair and Beauty Cosmetics
italian restaurant: Bar Ristorante Gallizia
hairdresser: Lara Hair and Beauty Cosmetics
garden: Zondag

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a butcher, supermarket, chemist, and hairdresser, which cater to the daily needs of residents rather than tourists."
859,,Centrum-West,52.37386,4.88225,Private room,200,2,147,1.92,1,0,0,holland,"italian restaurant: Pizza Pasta Steaks
cheese: Amigo
sandwich fast_food: Broodje Mokum
thai restaurant: Thaise Afhaal Dong Son
bar: Café Brakke
houseware: Blokker
dutch restaurant: Oude Wester
clothes: Hope
shoes: Sneaker District
esoteric: Wegewijs
erotic: Mister B
hairdresser: Theatre de Coiffure, Toni & Guy
burger fast_food: Maijard Smashburgers
argentinian restaurant: Fabula Rosa
massage: Tara massage
coffee_shop cafe: Simon Lévelt

The area reads as everyday-residential. While there are some specialized shops, the presence of essential services like Blokker, multiple hairdressers, a cheese shop, and a coffee and tea merchant indicates a neighborhood designed for the daily needs of local residents rather than a hub for major tourist landmarks."
